Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable,Nightly_Price
990754,Hannah Clark,Studio,Regional,1,2,3,4.48,56,Yes,2,50.0,1,6.0,Yes,175.94
994877,Amelia Khan,Studio,CBD,1,1,1,4.7,73,No,4,49.0,4,,No,307.79
996088,Michael Patel,House,Regional,2,2,4,4.56,41,Yes,1,85.0,2,10.0,No,243.06
990166,Lily Martin,Studio,Outer Suburb,1,1,4,4.7,28,No,2,51.0,1,7.0,Yes,202.46
994773,Daniel Tran,House,Outer Suburb,3,2,7,4.26,41,No,3,76.0,4,7.0,No,296.14
995516,Mei Thomas,Apartment,Regional,1,2,3,4.66,56,No,0,40.0,2,3.0,Yes,126.28
993695,David Khan,Apartment,Inner Suburb,1,1,3,4.1,23,No,1,32.0,1,4.0,No,152.44
993338,Oliver Walker,House,Outer Suburb,3,3,7,4.55,62,Yes,4,75.0,1,6.0,No,367.16
994417,Hannah Le,Townhouse,Outer Suburb,3,2,8,4.73,15,No,1,61.0,2,4.0,Yes,369.24
994237,Mai Tran,Apartment,Outer Suburb,2,2,6,4.56,103,Yes,11,60.0,2,6.0,No,190.94
997701,Ben King,Apartment,Regional,2,2,5,4.73,63,No,2,73.0,1,8.0,Yes,238.65
996631,Michael Khan,House,Inner Suburb,3,2,6,4.28,110,No,4,59.0,1,2.0,Yes,375.91
996104,Noah White,House,Inner Suburb,4,3,8,5.0,8,No,2,86.0,3,6.0,Yes,409.14
993951,Linh Young,Apartment,Outer Suburb,1,1,4,4.16,59,No,8,59.0,3,3.0,No,289.42
990484,Jack Tran,Apartment,Outer Suburb,1,1,2,4.58,107,No,11,49.0,1,3.0,Yes,180.06
991551,Anna Smith,House,Outer Suburb,3,2,6,4.63,12,No,6,75.0,7,6.0,Yes,357.72
996610,Emily Thomas,Studio,Inner Suburb,1,1,2,4.23,31,No,3,49.0,4,5.0,No,234.22
996214,David King,Townhouse,Outer Suburb,2,2,6,3.85,32,No,2,64.0,7,6.0,No,304.78
991856,Thomas King,Apartment,Regional,2,2,4,4.28,51,Yes,3,54.0,1,5.0,Yes,207.3
992261,Ben Young,Apartment,CBD,1,2,4,4.62,26,No,8,42.0,2,3.0,Yes,223.32
990227,Linh King,Villa,Inner Suburb,4,3,8,3.85,28,No,1,80.0,2,3.0,Yes,416.43
996026,Lucas Patel,Villa,CBD,4,2,8,3.87,38,No,5,76.0,2,6.0,Yes,538.58
993945,Chloe Le,Studio,CBD,1,2,1,4.34,45,No,1,39.0,2,5.0,No,175.74
991407,William Walker,Apartment,CBD,1,1,4,4.56,23,Yes,3,56.0,2,6.0,Yes,258.57
995622,Amelia Singh,House,CBD,3,2,8,4.54,25,Yes,3,69.0,1,5.0,Yes,431.3
992980,Amelia Clark,House,Regional,4,2,10,4.71,127,N,4,90.0,1,6.0,Yes,398.72
995817,Sophie Young,Villa,Outer Suburb,5,3,10,5.0,14,No,4,97.0,2,6.0,No,464.56
993059,Arjun Thomas,Studio,Inner Suburb,1,2,1,4.94,89,No,7,47.0,4,4.0,No,187.36
994929,Michael Walker,Apartment,Regional,1,1,2,4.42,66,Yes,4,49.0,3,6.0,No,94.24
997780,Noah Wang,Apartment,Outer Suburb,2,2,3,4.29,23,Yes,2,72.0,5,7.0,No,265.98
993941,Chloe Lee,Townhouse,Outer Suburb,3,2,6,4.85,25,No,2,79.0,2,6.0,Yes,385.31
994371,Noah Anderson,Apartment,Regional,1,1,3,4.13,72,No,15,54.0,3,3.0,No,163.58
994841,Zoe Scott,House,Regional,2,2,4,4.31,121,Yes,15,65.0,2,6.0,No,385.42
992854,Lucas Tran,Studio,CBD,1,1,1,4.71,38,Yes,1,67.0,1,6.0,Yes,218.87
994279,James Brown,Apartment,Outer Suburb,1,1,2,4.71,87,No,0,59.0,2,5.0,Yes,241.27
990031,Anna Chen,Apartment,CBD,1,2,3,5.0,109,Yes,9,56.0,2,5.0,Yes,270.44
996474,William Harris,House,Inner Suburb,3,2,7,4.73,62,Yes,9,76.0,3,9.0,Yes,369.67
995337,Liam Chen,Apartment,Outer Suburb,1,1,4,4.4,74,Yes,4,51.0,3,6.0,Yes,222.06
996484,Sophie Harris,Villa,Inner Suburb,4,3,9,4.28,95,Yes,5,92.0,1,7.0,Yes,511.43
995099,Aisha Brown,Apartment,Regional,2,3,4,4.93,75,No,6,58.0,3,5.0,No,238.39
992708,Emma Nguyen,Townhouse,Inner Suburb,2,2,5,4.3,53,Yes,15,65.0,2,8.0,No,329.18
995774,Ava Jones,Apartment,Inner Suburb,1,1,2,4.97,80,No,1,43.0,3,4.0,No,158.8
994007,Daniel Scott,Apartment,Inner Suburb,1,1,2,4.41,88,No,12,42.0,2,7.0,No,214.28
990856,Mia Jones,Townhouse,Inner Suburb,2,2,4,4.04,45,No,4,56.0,1,2.0,No,289.78
992804,James Le,House,Regional,4,3,8,4.01,55,No,13,111.0,3,7.0,Yes,326.04
996421,Sophie Thomas,Apartment,Outer Suburb,2,2,4,4.49,11,Yes,2,67.0,2,8.0,No,180.87
994666,Emily Young,Apartment,Inner Suburb,2,2,4,4.36,218,Yes,2,52.0,3,6.0,Yes,149.51
992417,Amelia Wilson,Townhouse,CBD,4,3,8,4.74,163,No,15,91.0,2,6.0,Yes,460.11
991933,Ethan Jones,Villa,Inner Suburb,4,3,8,4.21,47,No,15,95.0,4,7.0,Yes,431.84
997193,Chloe Anderson,Apartment,CBD,1,1,3,4.51,120,Yes,0,53.0,1,8.0,Yes,274.32
996769,Lucas Chen,House,Regional,3,3,5,4.13,74,Yes,14,89.0,1,9.0,No,419.05
996205,Jack Tran,Studio,Outer Suburb,1,2,3,4.71,54,No,2,60.0,3,8.0,Yes,270.31
996607,Ava Brown,Apartment,CBD,3,2,7,,37,No,0,,7,7.0,Yes,260.68
994827,An Clark,Apartment,Outer Suburb,1,1,2,4.81,61,No,8,44.0,1,7.0,Yes,341.55
994289,William Martin,Townhouse,Inner Suburb,4,2,10,4.94,72,Yes,2,91.0,2,8.0,No,550.6
990062,Aisha Tran,Apartment,Regional,2,1,6,4.62,13,No,1,55.0,2,7.0,Yes,233.35
995590,Aisha Tran,Studio,Outer Suburb,1,1,4,4.25,30,Yes,4,37.0,1,5.0,Yes,155.66
990767,Chloe Brown,Apartment,Regional,2,2,3,4.93,62,Yes,4,57.0,2,6.0,Yes,240.08
996820,Omar Tran,House,CBD,4,2,7,4.58,31,Yes,3,77.0,2,8.0,Yes,374.38
996067,An Young,Townhouse,Outer Suburb,3,2,5,4.31,42,No,3,84.0,2,5.0,Yes,387.85
990429,Chloe Le,Apartment,Inner Suburb,1,2,2,4.45,32,Yes,0,40.0,2,6.0,Yes,287.31
993637,Linh White,Townhouse,CBD,2,2,4,4.2,33,No,1,74.0,1,7.0,No,444.56
996814,Minh Scott,Apartment,Inner Suburb,3,3,6,4.43,30,Yes,2,78.0,2,5.0,Yes,356.8
994881,Omar Brown,Apartment,Regional,1,2,1,4.41,26,No,3,59.0,2,6.0,Yes,142.49
992634,Arjun Le,House,Outer Suburb,4,3,8,4.53,87,Yes,4,115.0,1,9.0,Yes,428.17
995959,Grace Khan,Apartment,Outer Suburb,2,2,3,4.59,24,Yes,3,62.0,1,4.0,Yes,223.68
996279,James Lee,Studio,Outer Suburb,1,2,2,4.42,21,No,3,49.0,4,6.0,Yes,139.84
991129,Lucas Le,Studio,Inner Suburb,1,2,1,4.17,58,Yes,8,59.0,2,5.0,No,256.89
997868,Aisha Ali,Townhouse,Outer Suburb,3,2,5,4.68,45,No,0,79.0,5,6.0,Yes,305.65
993155,Sarah Wang,House,Inner Suburb,3,2,6,4.2,25,Yes,4,66.0,2,5.0,Yes,356.16
991162,Mai Thomas,Apartment,Outer Suburb,2,2,4,3.64,35,No,1,55.0,2,4.0,No,242.76
997074,Jack Thomas,Studio,Inner Suburb,1,2,4,4.45,95,Yes,7,48.0,4,4.0,Yes,162.55
993090,Mia Taylor,Apartment,Inner Suburb,2,2,4,4.74,90,No,0,63.0,1,5.0,Yes,170.83
994720,Minh Taylor,House,Outer Suburb,4,2,9,4.97,23,Yes,0,90.0,2,8.0,Yes,285.39
993009,Wei Ali,Studio,Outer Suburb,1,1,2,4.34,36,Yes,0,62.0,1,5.0,No,182.58
996681,Arjun Harris,Apartment,CBD,2,1,4,3.84,28,Yes,2,61.0,2,6.0,Yes,285.4
995694,Lily Smith,House,CBD,4,2,9,4.58,69,No,3,79.0,2,8.0,Yes,535.22
992424,Thomas Le,Studio,Inner Suburb,1,2,3,4.63,33,No,10,57.0,3,4.0,Yes,106.29
994831,Lily Clark,House,Inner Suburb,3,3,7,4.31,8,No,2,63.0,1,4.0,Yes,380.28
995412,Ava Patel,Studio,Regional,1,1,1,4.61,23,No,4,48.0,2,3.0,Yes,100.88
990341,Michael Nguyen,House,Outer Suburb,5,3,10,4.64,52,Yes,0,85.0,1,8.0,Yes,362.83
996751,Ben Brown,House,Regional,4,4,7,4.61,40,Yes,1,97.0,3,6.0,Yes,274.38
997165,Lily Young,House,Outer Suburb,4,2,7,4.01,152,No,1,74.0,2,9.0,No,342.39
993040,Anna Singh,House,Outer Suburb,4,1,8,4.42,62,Yes,6,69.0,2,8.0,Yes,331.48
997189,Michael Brown,Townhouse,CBD,3,3,7,4.93,19,No,1,75.0,2,6.0,Yes,433.83
992120,Daniel Harris,House,CBD,4,2,7,4.22,99,Yes,6,78.0,1,7.0,No,473.2
992379,Linh Singh,Apartment,Inner Suburb,2,2,4,3.96,36,No,1,46.0,2,3.0,No,347.39
990826,Aisha Brown,House,Regional,3,2,6,4.65,32,Yes,1,76.0,1,8.0,No,456.31
993732,Isla White,Apartment,CBD,2,2,3,4.37,80,Yes,8,66.0,1,5.0,No,340.02
994430,Daniel Scott,Studio,Regional,1,2,2,4.44,38,No,0,38.0,1,3.0,No,93.94
990564,David Patel,Townhouse,Outer Suburb,3,3,7,4.37,25,No,1,83.0,1,7.0,No,421.18
997467,Daniel Clark,Townhouse,Regional,3,2,7,4.47,87,Yes,15,63.0,3,5.0,Yes,275.18
995241,Henry Smith,Apartment,Outer Suburb,2,1,6,4.33,31,No,4,78.0,2,9.0,Yes,293.51
992198,Noah Singh,Apartment,Inner Suburb,2,2,6,4.66,47,No,10,52.0,1,4.0,Yes,350.85
993765,William Nguyen,Townhouse,Inner Suburb,2,2,4,4.37,62,Yes,4,53.0,1,6.0,Yes,267.19
995915,Liam Martin,Studio,Outer Suburb,1,2,3,4.34,55,Yes,9,54.0,1,7.0,Yes,334.91
997982,Omar Wang,House,Inner Suburb,4,3,9,4.38,64,Yes,5,78.0,5,4.0,Yes,471.93
994855,Emma Clark,Villa,Inner Suburb,3,2,6,4.3,41,Yes,2,65.0,2,8.0,No,424.03
997075,Omar Martin,Apartment,Outer Suburb,3,2,6,4.11,29,Yes,1,69.0,1,5.0,Yes,211.43
996807,David Wilson,Apartment,Outer Suburb,1,2,4,4.85,49,Yes,3,63.0,2,8.0,No,227.91
993397,Arjun White,Apartment,Outer Suburb,1,2,2,4.49,6,No,4,45.0,2,7.0,No,176.14
992812,Michael Ali,Studio,Inner Suburb,1,1,3,4.5,20,No,3,57.0,2,7.0,No,231.81
993384,Arjun Ali,Apartment,Regional,1,1,2,4.29,19,No,3,31.0,2,3.0,Yes,143.07
992829,Oliver Young,Apartment,Outer Suburb,1,1,1,4.75,90,No,13,59.0,2,7.0,Yes,198.11
993584,Oliver Singh,Apartment,Outer Suburb,1,2,2,4.2,53,No,1,46.0,3,5.0,No,184.2
997970,Samuel Clark,Studio,Inner Suburb,1,2,1,4.49,45,No,5,54.0,3,6.0,Yes,219.42
990635,Liam Clark,House,CBD,3,2,6,4.24,56,No,2,60.0,1,7.0,No,420.44
990433,Lucas Patel,Townhouse,Regional,4,3,8,4.08,12,No,2,89.0,1,6.0,Yes,382.67
995114,Ethan Brown,Studio,Outer Suburb,1,1,3,4.8,36,No,1,59.0,7,4.0,Yes,210.13
994896,Lily Wang,Townhouse,Inner Suburb,2,1,3,4.74,113,No,15,63.0,1,7.0,Yes,228.8
992334,Hannah Singh,Apartment,CBD,1,1,4,4.09,70,No,9,52.0,7,4.0,Yes,222.2
996040,Jack Chen,House,Outer Suburb,3,2,5,4.26,33,N,0,61.0,1,8.0,Yes,384.24
996533,Liam Wang,Apartment,CBD,2,2,4,4.35,60,Yes,6,56.0,1,6.0,No,378.05
993848,Isla Ali,Studio,Regional,1,1,2,4.04,6,No,1,41.0,3,4.0,No,75.84
993477,Sophie Singh,Apartment,Inner Suburb,1,1,2,4.01,59,No,1,69.0,2,9.0,No,219.27
994934,Amelia King,Apartment,Inner Suburb,2,2,4,4.4,10,No,4,49.0,1,3.0,Yes,212.43
990249,Emma Wilson,Apartment,Inner Suburb,1,1,3,4.33,124,No,1,43.0,1,6.0,Yes,240.94
992743,An Walker,Studio,Outer Suburb,1,1,2,4.67,8,No,3,37.0,2,5.0,Yes,172.59
994349,Emma Chen,Apartment,Regional,3,2,7,4.35,197,No,2,76.0,1,7.0,No,303.45
994048,Lucas Patel,Apartment,CBD,2,2,4,4.73,69,No,7,68.0,10,9.0,No,361.7
990224,Sarah White,Villa,Outer Suburb,5,4,9,5.0,113,No,0,118.0,1,9.0,No,425.93
992398,Samuel Chen,House,Inner Suburb,4,3,7,4.43,71,No,4,89.0,1,5.0,Yes,339.0
993783,Lucas Clark,House,CBD,3,2,6,4.8,57,Yes,3,68.0,10,6.0,No,291.87
992606,Ethan Clark,Studio,Inner Suburb,1,2,1,4.11,22,No,1,45.0,2,6.0,No,294.65
996233,Ava Tran,Townhouse,Inner Suburb,3,2,5,4.61,101,Yes,15,74.0,1,4.0,No,478.04
991356,Chloe Wang,Apartment,Outer Suburb,2,2,6,4.12,13,No,7,60.0,1,6.0,Yes,269.49
994329,Wei Brown,House,Regional,3,3,6,4.41,55,No,14,67.0,3,8.0,No,464.39
993484,Samuel Young,Studio,Regional,1,2,4,4.42,9,No,1,57.0,1,4.0,No,145.89
995580,Ben Nguyen,House,Regional,2,2,4,4.15,100,Yes,1,55.0,1,5.0,No,312.97
990233,Lucas King,House,CBD,4,3,9,4.95,24,No,3,83.0,1,8.0,Yes,419.65
997745,Liam Wilson,Apartment,CBD,1,1,4,4.85,21,No,1,26.0,3,5.0,Yes,208.49
990646,Hannah Walker,House,CBD,3,3,6,4.41,51,Yes,7,65.0,3,3.0,Yes,337.67
991376,Lily Nguyen,Apartment,Inner Suburb,1,2,1,4.03,49,No,7,31.0,2,2.0,Yes,131.25
993366,Priya Clark,House,Inner Suburb,4,2,7,4.09,9,No,4,72.0,1,6.0,Yes,393.39
991448,Ethan Young,Townhouse,Inner Suburb,3,2,8,4.81,44,Yes,9,59.0,7,4.0,No,319.32
990770,Hannah Thomas,Apartment,CBD,1,1,2,4.59,62,Yes,2,31.0,1,5.0,Yes,281.07
994740,Chloe Clark,Apartment,Inner Suburb,2,2,4,4.57,210,Yes,5,67.0,2,7.0,Yes,289.24
997406,Lily Patel,Apartment,Outer Suburb,1,1,4,4.92,60,Yes,5,40.0,1,6.0,Yes,256.12
991331,Arjun Martin,Townhouse,Outer Suburb,2,1,6,4.11,46,Yes,5,36.0,3,3.0,Yes,265.49
996672,Amelia Le,House,Inner Suburb,3,3,7,4.55,11,No,2,77.0,1,7.0,Yes,375.41
991809,Wei Tran,Apartment,Outer Suburb,2,1,6,4.71,48,No,6,64.0,2,6.0,Yes,280.57
994579,Omar Wang,House,Inner Suburb,4,2,8,4.48,24,No,4,85.0,7,6.0,Yes,420.2
990336,Lily Scott,Townhouse,Inner Suburb,2,1,4,4.21,19,Yes,1,49.0,1,6.0,Yes,265.45
993897,Daniel Nguyen,House,Inner Suburb,3,2,8,4.62,15,No,2,74.0,1,6.0,No,392.38
992092,Priya King,House,Regional,4,2,8,4.32,52,No,0,90.0,4,6.0,Yes,339.73
995495,Anna Taylor,Apartment,Inner Suburb,1,2,3,4.29,24,No,4,46.0,4,5.0,No,347.47
995661,Aisha Lee,Studio,Regional,1,2,4,4.51,23,No,3,60.0,1,4.0,No,177.02
992675,Michael Anderson,Studio,Regional,1,1,3,4.57,70,No,15,50.0,1,6.0,No,146.94
991989,Grace Harris,Apartment,CBD,2,2,4,4.11,16,No,3,48.0,3,4.0,No,268.4
995353,Isla Anderson,Townhouse,Inner Suburb,2,2,4,4.49,56,Yes,10,49.0,2,4.0,Yes,290.29
995044,Mia Singh,Townhouse,Outer Suburb,3,2,6,,28,No,3,,2,6.0,Yes,353.8
992999,Emily Anderson,House,CBD,4,2,7,4.5,9,No,3,76.0,3,7.0,No,456.56
994907,Noah Young,House,CBD,5,4,10,4.46,45,No,12,99.0,1,9.0,Yes,497.66
991949,Henry Wilson,Apartment,Outer Suburb,2,2,6,4.05,8,No,2,60.0,2,4.0,Yes,199.55
991884,Liam Jones,Townhouse,Inner Suburb,3,2,6,4.26,21,No,8,79.0,1,7.0,No,316.39
995708,Olivia Walker,Apartment,Outer Suburb,2,3,6,4.42,8,No,2,69.0,1,6.0,Yes,324.37
996133,Sophie Wilson,Apartment,Inner Suburb,2,1,6,3.98,17,No,1,67.0,3,,Yes,337.65
996635,Amelia Thomas,Apartment,CBD,1,1,2,4.56,73,Yes,7,44.0,1,5.0,No,96.96
994510,Lucas Singh,Apartment,Inner Suburb,1,1,4,4.32,41,Yes,7,41.0,3,5.0,Yes,198.84
997007,Zoe Taylor,House,Outer Suburb,4,3,8,4.86,110,Yes,2,75.0,4,7.0,No,300.5
992316,Anna Martin,House,Inner Suburb,4,4,8,4.4,12,Yes,0,84.0,4,8.0,No,444.88
992447,Liam Lee,Apartment,Regional,3,2,6,4.56,25,Yes,4,79.0,3,8.0,No,339.38
996606,Sophie Tran,House,Outer Suburb,3,2,6,4.02,24,Yes,0,62.0,7,6.0,Yes,272.52
990402,An Patel,Apartment,Regional,1,1,4,4.53,12,No,2,48.0,1,6.0,Yes,154.75
990436,Jack Thomas,House,Outer Suburb,2,2,6,4.72,44,Yes,3,62.0,2,7.0,Yes,467.59
997089,Isla Brown,Studio,Inner Suburb,1,2,1,4.33,22,Yes,5,63.0,2,8.0,Yes,158.39
994963,Daniel Walker,House,Inner Suburb,5,3,9,4.39,48,Yes,11,106.0,5,6.0,Yes,467.04
992747,Jack Khan,Studio,Outer Suburb,1,2,2,4.15,104,Yes,8,31.0,2,3.0,Yes,236.54
995414,Arjun Nguyen,Apartment,Inner Suburb,1,2,1,4.43,22,No,0,65.0,2,7.0,Yes,240.58
997134,David Martin,Studio,Inner Suburb,1,1,2,4.72,78,Yes,12,38.0,3,5.0,Yes,236.94
991045,Emma Clark,Apartment,Inner Suburb,1,2,2,4.35,9,No,1,70.0,3,7.0,No,335.19
990555,An Harris,Villa,Inner Suburb,5,3,10,4.76,108,Yes,6,110.0,2,10.0,No,525.65
991703,Arjun Smith,Apartment,Outer Suburb,1,1,1,4.17,30,No,6,63.0,2,7.0,No,245.4
995993,Emily Patel,Apartment,Outer Suburb,1,1,2,4.51,80,Yes,9,57.0,1,6.0,Yes,137.57
992245,Sarah Walker,Studio,Outer Suburb,1,1,2,4.63,57,Yes,4,41.0,4,3.0,Yes,141.46
994601,Ben Singh,Studio,Inner Suburb,1,2,3,4.55,16,No,1,74.0,1,6.0,Yes,198.56
991603,James Chen,Studio,Regional,1,2,4,4.15,35,No,9,36.0,1,5.0,Yes,155.21
993653,Thomas Smith,House,CBD,3,3,6,4.25,86,No,0,79.0,3,9.0,Yes,424.56
995479,Omar Scott,House,Inner Suburb,2,2,6,4.29,96,No,3,73.0,3,5.0,Yes,283.15
996407,Noah Walker,Apartment,Outer Suburb,2,2,4,5.0,151,No,6,56.0,2,6.0,No,300.91
995854,Wei Thomas,Studio,CBD,1,2,2,4.29,134,Y,8,56.0,2,7.0,No,324.07
996813,Mei Chen,House,CBD,2,1,4,4.27,165,Yes,6,56.0,3,6.0,Yes,290.77
994836,Omar White,Apartment,CBD,1,1,4,4.33,87,Yes,7,22.0,1,3.0,Yes,217.98
990214,Zoe Smith,House,Inner Suburb,2,2,6,4.34,18,No,3,62.0,1,6.0,No,310.86
991863,Isla Young,Studio,Inner Suburb,1,2,3,4.51,53,Yes,2,34.0,2,4.0,Yes,190.49
993184,Amelia Singh,Apartment,Inner Suburb,1,1,3,4.28,83,Yes,12,47.0,3,6.0,Yes,316.41
990186,Grace Harris,House,Outer Suburb,4,3,8,4.64,68,Yes,3,105.0,3,7.0,Yes,530.25
993856,Henry Le,Studio,Inner Suburb,1,1,2,4.4,17,No,6,53.0,5,6.0,No,301.71
993289,Olivia Singh,Villa,Outer Suburb,4,2,9,4.28,189,Yes,1,77.0,1,5.0,Yes,424.99
993381,Ava Taylor,Studio ,CBD,1,2,2,4.89,8,No,1,48.0,3,4.0,No,202.78
994165,Lily Harris,Townhouse,Inner Suburb,2,2,5,4.7,71,No,7,60.0,1,5.0,No,297.14
990270,Minh Young,House,Outer Suburb,3,2,8,,21,No,2,,1,5.0,No,365.11
993098,Hannah Nguyen,House,Regional,4,3,8,4.21,115,Yes,15,91.0,3,3.0,Yes,379.19
992130,James Ali,Townhouse,Inner Suburb,3,2,5,4.69,7,No,3,85.0,1,8.0,Yes,347.0
994254,Noah Le,House,Outer Suburb,3,2,8,4.76,80,No,4,54.0,3,3.0,Yes,375.3
996471,Zoe White,Apartment,Inner Suburb,1,2,1,,59,Yes,9,,1,6.0,Yes,290.58
997672,James Le,House,Inner Suburb,4,2,8,,58,No,7,,2,6.0,No,441.28
991477,Amelia Le,Apartment,CBD,2,3,6,4.26,32,No,1,58.0,1,6.0,Yes,355.41
992147,Minh Patel,Apartment,Regional,1,1,2,4.38,30,No,4,51.0,1,8.0,Yes,146.48
993380,William Singh,Studio,Outer Suburb,1,1,2,3.63,71,No,8,25.0,2,1.0,No,55.0
991338,Amelia Thomas,House,Regional,3,2,7,4.57,26,No,2,83.0,3,4.0,Yes,215.75
996145,Henry Patel,Apartment,Outer Suburb,1,2,4,4.24,28,No,5,56.0,3,5.0,No,300.96
992648,Emily Harris,Apartment,CBD,2,2,4,4.39,68,No,8,47.0,1,3.0,Yes,260.88
994458,Isla Ali,Studio,Inner Suburb,1,1,2,4.36,50,No,4,48.0,1,5.0,Yes,122.84
992172,Hannah Young,Townhouse,Regional,3,2,8,4.1,1,No,1,60.0,1,5.0,Yes,301.3
997407,Isla Lee,Apartment,CBD,2,1,5,4.09,28,Yes,4,65.0,2,7.0,Yes,340.91
996181,Emily Ali,House,Outer Suburb,5,3,9,4.41,75,No,5,83.0,3,7.0,No,365.36
992740,Amelia Chen,Apartment,Inner Suburb,1,1,1,4.79,58,Yes,6,61.0,4,5.0,Yes,146.86
996300,Arjun Patel,House,Outer Suburb,3,3,6,4.28,26,No,1,85.0,1,7.0,No,401.62
990776,Olivia Ali,Townhouse,Outer Suburb,3,2,6,4.13,146,No,4,94.0,5,7.0,No,256.95
994943,Aisha Taylor,House,CBD,4,3,7,4.91,21,Yes,3,107.0,2,9.0,Yes,445.97
996303,Hannah Nguyen,Studio,Regional,1,1,2,4.5,65,Yes,6,50.0,7,3.0,Yes,98.04
990333,Ethan Brown,Studio,Inner Suburb,1,2,3,4.43,48,Yes,8,56.0,2,5.0,Yes,315.03
993921,Thomas Lee,Villa,Inner Suburb,3,3,5,4.74,35,No,2,59.0,2,6.0,No,468.97
992322,Isla Young,Studio,Inner Suburb,1,2,3,4.36,53,No,15,63.0,7,5.0,Yes,163.16
995612,Omar Nguyen,House,Inner Suburb,4,2,10,4.72,21,No,9,91.0,2,8.0,Yes,371.5
992580,Liam Jones,Villa,Inner Suburb,4,3,7,4.71,23,Yes,2,98.0,2,7.0,No,558.36
993292,Thomas King,Studio,Outer Suburb,1,2,2,4.64,58,No,1,43.0,3,5.0,Yes,245.16
992481,Mei Lee,House,Outer Suburb,4,4,9,4.2,32,No,0,99.0,2,5.0,Yes,328.04
993211,Mei Martin,Apartment,Outer Suburb,2,2,3,4.42,30,No,3,50.0,2,5.0,No,185.67
996350,Olivia Khan,House,Regional,4,3,7,4.61,16,No,3,72.0,1,5.0,Yes,429.37
996188,Ben Jones,Apartment,CBD,1,2,2,4.39,33,Yes,7,53.0,2,5.0,Yes,273.23
992981,Omar Nguyen,Villa,Inner Suburb,4,3,8,4.82,131,No,8,96.0,1,8.0,Yes,476.12
996576,Amelia Nguyen,Townhouse,Outer Suburb,2,1,6,3.84,94,No,0,62.0,5,5.0,Yes,221.29
992983,Samuel Taylor,House,Regional,5,3,10,4.86,68,No,3,112.0,1,10.0,Yes,485.68
994932,Minh Harris,Villa,Outer Suburb,4,2,10,4.54,26,No,1,99.0,3,8.0,Yes,544.59
991446,Hannah Khan,House,Regional,3,2,6,4.69,71,Yes,9,74.0,5,4.0,Yes,347.12
991456,Liam Young,Apartment,Inner Suburb,2,1,5,,40,Yes,1,45.0,4,5.0,Yes,311.6
992182,Minh Wang,House,Regional,3,2,7,4.46,33,No,0,86.0,1,7.0,No,313.42
994151,Ava Scott,Apartment,CBD,2,2,3,3.74,71,No,1,59.0,3,3.0,Yes,211.61
990939,Samuel Thomas,Studio,Inner Suburb,1,1,3,4.39,29,Yes,0,42.0,2,6.0,No,323.92
991240,Emma Chen,House,Inner Suburb,3,2,6,4.54,25,Yes,3,81.0,2,9.0,Yes,398.06
992621,Emily Scott,Apartment,Regional,1,2,3,4.37,41,Yes,2,56.0,1,4.0,No,155.37
996518,Omar Scott,Apartment,Outer Suburb,2,2,3,4.75,15,Yes,2,51.0,3,4.0,No,119.94
991236,Daniel Young,House,CBD,2,2,3,4.43,91,Yes,11,68.0,1,5.0,Yes,393.46
997132,Amelia Singh,Studio,CBD,1,1,2,4.65,35,Yes,0,41.0,1,6.0,No,173.82
996853,Minh Thomas,Townhouse,Outer Suburb,2,2,4,3.88,3,No,1,59.0,1,8.0,Yes,290.19
992404,David Harris,Townhouse,Outer Suburb,2,2,6,4.5,45,Yes,8,69.0,2,8.0,Yes,416.22
997350,Zoe Chen,Studio,Inner Suburb,1,1,3,4.17,100,No,6,59.0,1,5.0,Yes,226.16
993745,Jack Tran,House,Outer Suburb,2,2,4,4.19,36,Yes,6,71.0,2,6.0,Yes,319.79
992944,Aisha Lee,Studio,CBD,1,2,4,4.22,42,No,1,57.0,1,6.0,No,255.62
996347,Sophie Wilson,Apartment,Outer Suburb,1,2,3,3.99,5,No,1,53.0,1,3.0,No,243.83
992596,William Patel,Studio,CBD,1,2,2,3.8,65,Yes,9,49.0,3,3.0,No,241.23
995133,Wei Thomas,Apartment,CBD,1,1,2,4.36,11,No,4,30.0,10,6.0,No,312.34
990580,An Le,Studio,Inner Suburb,1,2,1,4.61,54,Yes,2,54.0,1,6.0,No,263.84
996378,Isla Tran,Apartment,Regional,3,2,7,,31,No,2,,2,7.0,Yes,334.81
997473,Grace Taylor,Townhouse,CBD,3,2,6,4.55,57,Yes,2,87.0,1,6.0,Yes,372.85
993998,Wei Jones,Apartment,Inner Suburb,1,1,2,3.91,39,No,9,42.0,4,3.0,Yes,185.5
997877,Emma King,Apartment,CBD,1,1,2,4.77,146,Yes,5,57.0,2,5.0,Yes,251.96
992450,William Khan,Studio,Outer Suburb,1,2,3,4.75,29,No,6,35.0,3,5.0,Yes,150.51
990187,Sophie Anderson,House,Inner Suburb,4,2,7,4.5,14,No,4,85.0,3,8.0,Yes,439.5
997991,Samuel Chen,Villa,Inner Suburb,4,3,10,4.42,41,Yes,7,90.0,10,8.0,Yes,518.85
992160,Anna Le,Studio,CBD,1,2,4,4.35,40,Yes,0,77.0,1,7.0,Yes,255.99
